Pharm~Hosp|ATC1|ATC2|ATC3|ATC4|Crp|MIDAS~Crp|Mnf|Prd|Str|Pck|NFC~1|NFC~2|NFC~3|RX/OTC|Launch~Year|Launch~Date|DDD~Fact|DDD~Unit|Mono~Combi|MOL|[DCKey 1]|[Latest MNF Price]|[Latest Price]|EURO Sales Period|EURO Sales Value|USD Sales Period|USD Sales Value|LC Sales Period|LC Sales Value|Units Period|Units Value|DOT Period|DOT Value
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Jul/02|3803|USD Sales Jul/02|3772|LC Sales Jul/02|113312|Units Jul/02|782|DOT Jul/02|39100
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Aug/02|3663|USD Sales Aug/02|3580|LC Sales Aug/02|112866|Units Aug/02|780|DOT Aug/02|39000
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Sep/02|4100|USD Sales Sep/02|4019|LC Sales Sep/02|123778|Units Sep/02|856|DOT Sep/02|42800
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Oct/02|4397|USD Sales Oct/02|4312|LC Sales Oct/02|134571|Units Oct/02|930|DOT Oct/02|46500
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Nov/02|4145|USD Sales Nov/02|4150|LC Sales Nov/02|127336|Units Nov/02|880|DOT Nov/02|44000
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Dec/02|2931|USD Sales Dec/02|2979|LC Sales Dec/02|91185|Units Dec/02|649|DOT Dec/02|32450
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Jan/03|3834|USD Sales Jan/03|4072|LC Sales Jan/03|120600|Units Jan/03|867|DOT Jan/03|43350
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Feb/03|3219|USD Sales Feb/03|3469|LC Sales Feb/03|101789|Units Feb/03|736|DOT Feb/03|36800
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Mar/03|3080|USD Sales Mar/03|3328|LC Sales Mar/03|97710|Units Mar/03|706|DOT Mar/03|35300
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Apr/03|4186|USD Sales Apr/03|4540|LC Sales Apr/03|132353|Units Apr/03|957|DOT Apr/03|47850
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales May/03|3156|USD Sales May/03|3651|LC Sales May/03|99023|Units May/03|716|DOT May/03|35800
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Jun/03|3149|USD Sales Jun/03|3672|LC Sales Jun/03|98885|Units Jun/03|715|DOT Jun/03|35750
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Jul/03|3366|USD Sales Jul/03|3828|LC Sales Jul/03|107183|Units Jul/03|775|DOT Jul/03|38750
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Aug/03|2816|USD Sales Aug/03|3137|LC Sales Aug/03|90863|Units Aug/03|657|DOT Aug/03|32850
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Sep/03|3585|USD Sales Sep/03|4016|LC Sales Sep/03|116034|Units Sep/03|839|DOT Sep/03|41950
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Oct/03|3230|USD Sales Oct/03|3779|LC Sales Oct/03|103257|Units Oct/03|766|DOT Oct/03|38300
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Nov/03|3807|USD Sales Nov/03|4454|LC Sales Nov/03|121663|Units Nov/03|890|DOT Nov/03|44500
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Dec/03|2990|USD Sales Dec/03|3669|LC Sales Dec/03|96533|Units Dec/03|698|DOT Dec/03|34900
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Jan/04|3647|USD Sales Jan/04|4601|LC Sales Jan/04|119353|Units Jan/04|863|DOT Jan/04|43150
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Feb/04|3406|USD Sales Feb/04|4307|LC Sales Feb/04|111885|Units Feb/04|809|DOT Feb/04|40450
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Mar/04|3666|USD Sales Mar/04|4498|LC Sales Mar/04|120874|Units Mar/04|874|DOT Mar/04|43700
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Apr/04|5067|USD Sales Apr/04|6074|LC Sales Apr/04|164715|Units Apr/04|1191|DOT Apr/04|59550
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales May/04|3301|USD Sales May/04|3963|LC Sales May/04|105616|Units May/04|767|DOT May/04|38350
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Jun/04|3637|USD Sales Jun/04|4414|LC Sales Jun/04|114974|Units Jun/04|838|DOT Jun/04|41900
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Jul/04|3273|USD Sales Jul/04|4014|LC Sales Jul/04|103236|Units Jul/04|753|DOT Jul/04|37650
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Aug/04|3464|USD Sales Aug/04|4218|LC Sales Aug/04|109543|Units Aug/04|799|DOT Aug/04|39950
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Sep/04|4096|USD Sales Sep/04|5003|LC Sales Sep/04|129422|Units Sep/04|944|DOT Sep/04|47200
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Oct/04|3949|USD Sales Oct/04|4933|LC Sales Oct/04|124350|Units Oct/04|907|DOT Oct/04|45350
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Nov/04|4535|USD Sales Nov/04|5891|LC Sales Nov/04|141899|Units Nov/04|1035|DOT Nov/04|51750
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Dec/04|3174|USD Sales Dec/04|4253|LC Sales Dec/04|97300|Units Dec/04|771|DOT Dec/04|38550
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Jan/05|3409|USD Sales Jan/05|4476|LC Sales Jan/05|103313|Units Jan/05|842|DOT Jan/05|42100
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Feb/05|3795|USD Sales Feb/05|4941|LC Sales Feb/05|113743|Units Feb/05|927|DOT Feb/05|46350
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Mar/05|3112|USD Sales Mar/05|4110|LC Sales Mar/05|92639|Units Mar/05|755|DOT Mar/05|37750
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Apr/05|3080|USD Sales Apr/05|3985|LC Sales Apr/05|92761|Units Apr/05|756|DOT Apr/05|37800
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales May/05|3441|USD Sales May/05|4365|LC Sales May/05|104050|Units May/05|848|DOT May/05|42400
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Jun/05|2992|USD Sales Jun/05|3640|LC Sales Jun/05|89864|Units Jun/05|752|DOT Jun/05|37600
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Jul/05|2703|USD Sales Jul/05|3255|LC Sales Jul/05|81567|Units Jul/05|682|DOT Jul/05|34100
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Aug/05|3198|USD Sales Aug/05|3931|LC Sales Aug/05|94604|Units Aug/05|791|DOT Aug/05|39550
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Sep/05|3104|USD Sales Sep/05|3804|LC Sales Sep/05|90983|Units Sep/05|762|DOT Sep/05|38100
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Oct/05|3088|USD Sales Oct/05|3713|LC Sales Oct/05|91655|Units Oct/05|735|DOT Oct/05|36750
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Nov/05|3856|USD Sales Nov/05|4545|LC Sales Nov/05|112865|Units Nov/05|932|DOT Nov/05|46600
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Dec/05|2489|USD Sales Dec/05|2952|LC Sales Dec/05|72072|Units Dec/05|624|DOT Dec/05|31200
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Jan/06|3282|USD Sales Jan/06|3973|LC Sales Jan/06|94251|Units Jan/06|821|DOT Jan/06|41050
HOSPITAL MARKET|A0 ALIMENTARY T.& METABOLISM|A02 A-ACID A-FLAT A-ULCERANTS|A02B ANTIULCERANTS|A02B1 H2 ANTAGONISTS|APOTEX|APOTEX|APOTEX|APO FAMOTIDINE|0020MG|FILM C.TABS 20 MG 100|A ORAL SOLID ORDINARY|AB ORAL S ORD COATED TABLETS|ABC ORAL S ORD FILM-COATED TABS|RX BOUND|1995|1995/10|50.00|40.00 MG|MONO|FAMOTIDINE|84|112.4|157|EURO Sales Feb/06|2757|USD Sales Feb/06|3294|LC Sales Feb/06|78378|Units Feb/06|693|DOT Feb/06|34650
